표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
잔여분(오일2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(오프너2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(오피스마우스패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(올데이텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
잔여분(올데이텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(올데이텀블러2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(올블랙펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(와이드클립펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(와인오프너1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(와인오프너1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(와인잔1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(우드사인9),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(유광파우치10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(유니크디퓨저1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(유리머그홈코스터없음1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(인마이백3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(임팩트슬로건타월2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(자동우산1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(잔여분(노트5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(절취노트5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(주차판피규어2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(지퍼백14,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(지퍼백2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(짐색1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(칠링패드냉각선풍기1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(칫솔1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(칫솔2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(칫솔2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(칫솔5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(칫솔세트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(칫솔세트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(칫솔세트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(칫솔키트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(카드트레이피규어세트 + 브랜디드피규어11),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(카드트레이피규어세트+피규어1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(카드트레이피규어세트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(캘린더1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(캘린더2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
잔여분(캘린더3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(캘린더3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(캘린더4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(캘린더5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(캘린더6),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(캠핑체어1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(캡슐보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(캡슐보틀2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(커넥트6in1케이블키트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(커스텀페이퍼봉투10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(컬러펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(컬러펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(컬러펜10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(컬러펜2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(컬러풀노트패드(블랙)2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(컬러풀노트패드2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(컬러풀노트패드20),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(컬러풀노트패드5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(코튼파우치1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(코튼파우치1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(콜드컵-아이콘없음)5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(콜드컵2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(콜드컵2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(쿨러백1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클래시방향제1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클래시차량용방향제세트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클래시프래그런스오일,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클래시프래그런스오일(1)5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클레시방향제1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클리어리유저블커1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클리어리유저블컵(스탠다드)2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클리어리유저블컵1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클리어리유저블컵1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클리어리유저블컵2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(클리어리유저블컵2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클리어리유저블컵3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클리어리유저블컵4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클립아트펜2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클립아트펜4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(클립아트펜화이트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(키링1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(키링2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(키링3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(킵세이프마그넷배터리2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(킵세이프배터리1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(탁상시계1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(텀블러(슬리브없음)_1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=11
잔여분(텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(텀블러2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(텀블러3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(텀블러3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(텀블러슬리브없음1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(테크미니파우치1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(트래블파우치2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(트리플컬러펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(트리플컬러펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(파우치,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(파우치)2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(파우치1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
잔여분(파우치2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(파우치2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(파워업PD충전기65W1,굿즈명,PUPD,유사,0.40,보류,jaccard score=0.40 freq=1
잔여분(퍼블랭킷1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(페이퍼링캘린더2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(페이퍼링캘린더2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(페이퍼링캘린더3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(페이퍼링캘린더6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(펜,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(펜2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(펜2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(펜3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(펜3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(포시즌블랭킷1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(포터블매터리,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(풀커버스티치노트 1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(풀커버스티치노트(300개이하)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(풀커버스티치노트(300개이하)2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(풀커버스티치노트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(풀커버스티치노트10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(풀커버스티치노트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(풀커버스티치노트2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(풀커버스티치노트3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(풀커버스티치노트3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(풀커버스티치노트4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(풀커버스티치노트6),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(풀커버스프링노트4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(풀커버스프링노트5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(프라우드메모패드1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(프라우드투톤명함지갑(레디메이드)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(프라임폴더블멀티충전기1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(프레시캘린더3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(프레시캘린더7),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어(1)3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(피규어1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(피규어2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(피규어2종,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어2종8 + 데코스티커20 + 포시즌티셔츠(L)2+볼캡4+짐색4 +투마이오피스슬리퍼(280)2 +즐겨봐(박스)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(피규어3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어키링(1)2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어키링2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어키링3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(피규어키링3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어키링4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어키링5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(피규어키트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(하이킹폴딩방석1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(하이킹폴딩방석2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(핸드스트랩2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(핸드스트랩4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(헬로카드형USB(32GB),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(헬로카드형USB1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(홈카페코스터1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(홈코스터2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(홈코스터3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분:다이어리1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분:슈가케인펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분:슈가펜3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분:스트워터보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분:올데이텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분:포켓마켓백2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분:프라우드메모패드2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분:헬로카드형USB,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분디자이너노트4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여븐(매트블랙텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여제품,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
장우산,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
재임가공,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
재임가공(사각스티커+단품박스)10,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
재제작 슈즈백,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
전략기획본부(즐겨봐박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
전량,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
전문 클리커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
정유경PL(22),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
정희재PL(12),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
제비종이(비스포크),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
제품 에이원->꾸띠잔홀딩스 회수진행물류신청,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
주의사항스티커221,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
주의사항표기서302,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
주의사항표기택(골든뱀부),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
주차번호판피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=10
주차번호판피규어세트 + 브랜디드피규어,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=8
주차번호판피규어세트 + 카드트레이피규어세트,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
주차번호판피규어세트+브랜디드피규어,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
중소,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
중소박스 14*,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
중심 클리커,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지지대(Tower)_블랙,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지지대10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지지대250,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지지대60,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지지박스,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
지지박스1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지퍼백1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
지퍼백1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지퍼백10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지퍼백2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
지퍼백키트),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
짐색 키트(포시즌블랭킷,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
차량용청소기 샘플,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
챔피언피규어시상대세트(판넬)50,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
챔피언피규어트로피 [남],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
챔피언피규어트로피 [여],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
챔피언피규어트로피[남],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
챔피언피규어트로피[여],굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
청소기 무지,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
총108,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
총118,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
